N,bst size,bst maxHeight, bst aveHeight,log(size),sqrt(size),log(N),sqrt(N)
2860,377,11,8.0,5.932245187448011,19.4164878389476,7.958576903813898,53.47896782848375
2861,377,11,7.0,5.932245187448011,19.4164878389476,7.95892649305011,53.48831648126533
2862,377,11,7.0,5.932245187448011,19.4164878389476,7.959275960116396,53.49766350038102
2863,376,11,7.0,5.929589143389895,19.390719429665317,7.959625305098115,53.50700888668698
2864,383,11,8.0,5.948034989180646,19.570385790780925,7.9599745280805365,53.51635264103861
2865,382,11,8.0,5.945420608606575,19.544820285692065,7.9603236291488395,53.52569476429054
2866,381,11,8.0,5.942799375126701,19.519221295943137,7.960672608388117,53.53503525729669
2867,390,11,8.0,5.966146739123692,19.748417658131498,7.96102146588337,53.54437412091022
2868,406,11,8.0,6.0063531596017325,20.149441679609886,7.961370201719511,53.55371135598354
2869,400,11,8.0,5.991464547107982,20.0,7.9617188159813645,53.563046963368315
2870,399,11,8.0,5.988961416889864,19.974984355438178,7.962067308753666,53.5723809439155
2871,399,11,8.0,5.988961416889864,19.974984355438178,7.962415680121064,53.58171329847526
2872,408,11,8.0,6.0112671744041615,20.199009876724155,7.962763930168115,53.59104402789705
2873,416,11,8.0,6.030685260261263,20.396078054371138,7.96311205897929,53.600373133029585
2874,423,11,8.0,6.0473721790462776,20.566963801203133,7.96346006663897,53.60970061472084
2875,422,11,8.0,6.045005314036012,20.54263858417414,7.963807953231451,53.61902647381804
2876,422,11,8.0,6.045005314036012,20.54263858417414,7.964155718840937,53.62835071116769
2877,421,11,8.0,6.042632833682381,20.518284528683193,7.964503363551548,53.637673327615545
2878,427,11,7.0,6.056784013228625,20.663978319771825,7.964850887447313,53.646994324006634
2879,420,12,7.0,6.040254711277414,20.493901531919196,7.965198290612176,53.65631370118525
2880,420,12,7.0,6.040254711277414,20.493901531919196,7.965545573129992,53.665631459994955
2881,419,12,7.0,6.037870919922137,20.46948949045872,7.9658927350845286,53.67494760127857
2882,422,12,7.0,6.045005314036012,20.54263858417414,7.966239776559467,53.68426212587819
2883,422,12,7.0,6.045005314036012,20.54263858417414,7.9665866976384025,53.693575034635195
2884,414,12,7.0,6.025865973825314,20.346989949375804,7.96693349840484,53.70288632839021
2885,413,12,8.0,6.023447592961033,20.322401432901575,7.9672801789422,53.71219600798314
2886,421,12,7.0,6.042632833682381,20.518284528683193,7.9676267393338165,53.72150407425317
2887,411,12,7.0,6.018593214496234,20.273134932713294,7.967973179662935,53.73081052803875
2888,411,12,8.0,6.018593214496234,20.273134932713294,7.968319500012717,53.74011537017761
2889,402,12,8.0,5.996452088619021,20.049937655763422,7.968665700466235,53.749418601506754
2890,402,12,7.0,5.996452088619021,20.049937655763422,7.969011781106478,53.75872022286245
2891,407,12,7.0,6.008813185442595,20.174241001832016,7.969357742016346,53.76802023508026
2892,413,12,7.0,6.023447592961033,20.322401432901575,7.969703583278656,53.777318638995006
2893,412,12,7.0,6.021023349349527,20.29778313018444,7.970049304976135,53.786615435440815
2894,424,12,7.0,6.049733455231958,20.591260281974,7.970394907191429,53.79591062525106
2895,417,12,7.0,6.0330862217988015,20.42057785666214,7.970740390007095,53.80520420925842
2896,409,12,7.0,6.013715156042802,20.223748416156685,7.971085753505607,53.81449618829484
2897,408,12,7.0,6.0112671744041615,20.199009876724155,7.9714309977693505,53.823786563191554
2898,407,12,7.0,6.008813185442595,20.174241001832016,7.971776122880628,53.83307533477908
2899,406,12,7.0,6.0063531596017325,20.149441679609886,7.972121128921655,53.842362503887216
2900,414,12,7.0,6.025865973825314,20.346989949375804,7.9724660159745655,53.85164807134504
2901,410,12,7.0,6.016157159698354,20.248456731316587,7.972810784121404,53.86093203798092
2902,401,12,7.0,5.993961427306569,20.024984394500787,7.973155433444133,53.87021440462252
2903,401,12,7.0,5.993961427306569,20.024984394500787,7.97349996402463,53.879495172096775
2904,400,12,7.0,5.991464547107982,20.0,7.973844375944687,53.88877434122992
2905,407,12,7.0,6.008813185442595,20.174241001832016,7.974188669286011,53.898051912847464
2906,407,12,7.0,6.008813185442595,20.174241001832016,7.974532844130228,53.907327887774215
2907,401,12,7.0,5.993961427306569,20.024984394500787,7.9748769005588755,53.91660226683428
2908,392,12,7.0,5.971261839790462,19.79898987322333,7.97522083865341,53.925875050851054
2909,386,12,7.0,5.955837369464831,19.6468827043885,7.975564658495202,53.9351462406472
2910,380,12,7.0,5.940171252720432,19.493588689617926,7.975908360165538,53.94441583704471
2911,373,12,7.0,5.921578419643816,19.313207915827967,7.976251943745623,53.95368384086484
2912,364,12,7.0,5.8971538676367405,19.078784028338912,7.976595409316577,53.96295025292817
2913,355,12,7.0,5.872117789475416,18.841443681416774,7.976938756959434,53.97221507405454
2914,354,12,7.0,5.869296913133774,18.81488772222678,7.97728198675515,53.98147830506312
2915,353,12,7.0,5.8664680569332965,18.788294228055936,7.977625098784593,53.99073994677235
2916,353,12,8.0,5.8664680569332965,18.788294228055936,7.977968093128549,54.0
2917,352,12,8.0,5.863631175598097,18.76166303929372,7.978310969867722,54.00925846556311
2918,354,12,8.0,5.869296913133774,18.81488772222678,7.978653729082731,54.01851534427802
2919,349,12,8.0,5.855071922202427,18.681541692269406,7.978996370854115,54.0277706369604
2920,348,12,8.0,5.8522024797744745,18.65475810617763,7.979338895262328,54.037024344425184
2921,339,12,8.0,5.82600010738045,18.411952639521967,7.979681302387741,54.04627646748664
2922,338,12,8.0,5.823045895483019,18.384776310850235,7.980023592310645,54.055527006958314
2923,331,12,8.0,5.802118375377063,18.193405398660254,7.980365765111246,54.064775963653084
2924,331,12,8.0,5.802118375377063,18.193405398660254,7.980707820869669,54.0740233383831
2925,322,12,8.0,5.7745515455444085,17.944358444926362,7.981049759665957,54.08326913195984
2926,321,12,8.0,5.771441123130016,17.916472867168917,7.98139158158007,54.092513345194085
2927,321,12,8.0,5.771441123130016,17.916472867168917,7.9817332866918855,54.101755978895916
2928,320,12,8.0,5.768320995793772,17.88854381999832,7.982074875081202,54.11099703387473
2929,319,12,8.0,5.765191102784844,17.86057109949175,7.982416346827733,54.120236510939236
2930,318,12,8.0,5.762051382780177,17.832554500127006,7.982757702011113,54.12947441089743
2931,317,12,8.0,5.75890177387728,17.804493814764857,7.983098940710892,54.13871073455665
2932,323,12,8.0,5.777652323222656,17.97220075561143,7.983440063006542,54.147945482723536
2933,316,12,8.0,5.755742213586912,17.776388834631177,7.983781068977451,54.15717865620402
2934,326,12,8.0,5.786897381366708,18.05547008526779,7.984121958702927,54.16641025580336
2935,319,12,8.0,5.765191102784844,17.86057109949175,7.984462732262196,54.17564028232615
2936,319,12,8.0,5.765191102784844,17.86057109949175,7.984803389734406,54.18486873657626
2937,318,12,8.0,5.762051382780177,17.832554500127006,7.98514393119862,54.194095619356915
2938,333,12,8.0,5.808142489980444,18.24828759089466,7.9854843567338225,54.20332093147061
2939,326,12,8.0,5.786897381366708,18.05547008526779,7.985824666418917,54.2125446737192
2940,319,12,8.0,5.765191102784844,17.86057109949175,7.986164860332727,54.22176684690383
2941,313,12,8.0,5.746203190540153,17.69180601295413,7.9865049385539955,54.230987451824994
2942,301,12,8.0,5.707110264748875,17.349351572897472,7.9868449011613825,54.24020648928247
2943,301,12,8.0,5.707110264748875,17.349351572897472,7.987184748233473,54.249423960075376
2944,308,12,8.0,5.730099782973574,17.549928774784245,7.987524479848767,54.258639865002145
2945,307,12,8.0,5.726847747587197,17.52141546793523,7.987864096085687,54.26785420486054
2946,306,12,8.0,5.723585101952381,17.4928556845359,7.988203597022576,54.27706698044764
2947,306,12,8.0,5.723585101952381,17.4928556845359,7.988542982737695,54.286278192559855
2948,305,12,8.0,5.720311776607412,17.46424919657298,7.988882253309227,54.29548784199291
2949,298,12,8.0,5.697093486505405,17.26267650163207,7.989221408815276,54.30469592954186
2950,297,12,8.0,5.6937321388027,17.233687939614086,7.989560449333865,54.31390245600108
2951,297,12,8.0,5.6937321388027,17.233687939614086,7.989899374942939,54.323107422164284
2952,297,12,8.0,5.6937321388027,17.233687939614086,7.990238185720363,54.3323108288245
2953,299,12,8.0,5.700443573390687,17.291616465790582,7.990576881743923,54.3415126767741
2954,306,12,8.0,5.723585101952381,17.4928556845359,7.9909154630913255,54.35071296680477
2955,298,12,8.0,5.697093486505405,17.26267650163207,7.991253929840199,54.35991169970753
2956,298,12,8.0,5.697093486505405,17.26267650163207,7.991592282068092,54.36910887627275
2957,297,12,8.0,5.6937321388027,17.233687939614086,7.9919305198524775,54.378304497290095
2958,297,12,8.0,5.6937321388027,17.233687939614086,7.992268643270745,54.38749856354859
2959,297,12,8.0,5.6937321388027,17.233687939614086,7.99260665240021,54.396691075836586
2960,307,12,8.0,5.726847747587197,17.52141546793523,7.992944547318106,54.405882034941776
2961,306,12,7.0,5.723585101952381,17.4928556845359,7.993282328101591,54.415071441651165
2962,319,12,7.0,5.765191102784844,17.86057109949175,7.993619994827744,54.42425929675111
2963,309,12,7.0,5.733341276897746,17.578395831246947,7.993957547573565,54.433445601027316
2964,317,12,7.0,5.75890177387728,17.804493814764857,7.994294986415977,54.4426303552648
2965,311,12,7.0,5.739792912179234,17.635192088548397,7.994632311431825,54.45181356024793
2966,307,12,7.0,5.726847747587197,17.52141546793523,7.994969522697877,54.46099521676041
2967,306,12,7.0,5.723585101952381,17.4928556845359,7.995306620290822,54.47017532558529
2968,308,12,7.0,5.730099782973574,17.549928774784245,7.995643604287271,54.47935388750494
2969,308,12,7.0,5.730099782973574,17.549928774784245,7.99598047476376,54.48853090330111
2970,328,12,7.0,5.793013608384144,18.110770276274835,7.996317231796746,54.49770637375485
2971,328,12,7.0,5.793013608384144,18.110770276274835,7.9966538754626075,54.506880299646575
2972,327,12,7.0,5.7899601708972535,18.083141320025124,7.99699040583765,54.516052681756044
2973,329,12,7.0,5.796057750765372,18.138357147217054,7.997326822998097,54.52522352086234
2974,320,12,7.0,5.768320995793772,17.88854381999832,7.9976631270201,54.53439281774392
2975,341,11,7.0,5.831882477283517,18.466185312619388,7.99799931797973,54.543560573178574
2976,334,11,8.0,5.811140992976701,18.275666882497067,7.998335395952982,54.55272678794342
2977,333,11,7.0,5.808142489980444,18.24828759089466,7.998671361015776,54.56189146281496
2978,326,11,7.0,5.786897381366708,18.05547008526779,7.999007213243955,54.57105459856901
2979,328,11,7.0,5.793013608384144,18.110770276274835,7.999342952713282,54.58021619598075
2980,328,11,7.0,5.793013608384144,18.110770276274835,7.9996785794994505,54.589376255824725
2981,343,11,7.0,5.8377304471659395,18.520259177452136,8.000014093678072,54.59853477887479
2982,336,11,7.0,5.817111159963204,18.33030277982336,8.000349495324684,54.607691765904185
2983,336,11,7.0,5.817111159963204,18.33030277982336,8.000684784514748,54.616847217685496
2984,331,11,8.0,5.802118375377063,18.193405398660254,8.001019961323651,54.62600113499065
2985,330,11,7.0,5.799092654460526,18.16590212458495,8.001355025826703,54.63515351859094
2986,338,11,7.0,5.823045895483019,18.384776310850235,8.001689978099135,54.644304369257
2987,338,11,7.0,5.823045895483019,18.384776310850235,8.00202481821611,54.653453687758834
2988,338,11,7.0,5.823045895483019,18.384776310850235,8.002359546252707,54.662601474865795
2989,337,11,7.0,5.820082930352362,18.35755975068582,8.002694162283937,54.67174773134658
2990,329,11,7.0,5.796057750765372,18.138357147217054,8.003028666384733,54.680892457969264
2991,339,11,7.0,5.82600010738045,18.411952639521967,8.003363058629947,54.69003565550127
2992,346,11,7.0,5.846438775057725,18.601075237738275,8.003697339094368,54.699177324709375
2993,345,12,7.0,5.84354441703136,18.57417562100671,8.0040315078527,54.70831746635972
2994,352,12,7.0,5.863631175598097,18.76166303929372,8.004365564979574,54.71745608121781
2995,360,12,7.0,5.886104031450156,18.973665961010276,8.00469951054955,54.72659317004851
2996,359,12,7.0,5.883322388488279,18.947295321496416,8.005033344637111,54.735728733616035
2997,358,12,7.0,5.8805329864007,18.920887928424502,8.005367067316664,54.74486277268398
2998,358,12,8.0,5.8805329864007,18.920887928424502,8.005700678662542,54.75399528801528
2999,349,12,8.0,5.855071922202427,18.681541692269406,8.00603417874901,54.76312628037227
3000,361,11,8.0,5.8888779583328805,19.0,8.006367567650246,54.772255750516614
3001,354,11,8.0,5.869296913133774,18.81488772222678,8.006700845440367,54.78138369920935
3002,361,11,8.0,5.8888779583328805,19.0,8.007034012193408,54.7905101272109
3003,353,11,8.0,5.8664680569332965,18.788294228055936,8.00736706798333,54.79963503528103
3004,343,11,8.0,5.8377304471659395,18.520259177452136,8.007700012884026,54.80875842417888
3005,349,11,8.0,5.855071922202427,18.681541692269406,8.008032846969307,54.817880294662984
3006,348,11,8.0,5.8522024797744745,18.65475810617763,8.00836557031292,54.8270006474912
3007,348,11,8.0,5.8522024797744745,18.65475810617763,8.008698182988528,54.83611948342078
3008,347,11,8.0,5.849324779946859,18.627936010197157,8.00903068506973,54.84523680320835
3009,357,11,8.0,5.877735781779639,18.894443627691185,8.009363076630045,54.85435260760991
3010,364,11,8.0,5.8971538676367405,19.078784028338912,8.009695357742922,54.86346689738081
3011,372,11,8.0,5.918893854273146,19.28730152198591,8.010027528481734,54.872579673275794
3012,367,11,8.0,5.905361848054571,19.157244060668017,8.010359588919783,54.881690936048976
3013,367,11,8.0,5.905361848054571,19.157244060668017,8.0106915391303,54.89080068645383
3014,366,11,8.0,5.902633333401366,19.131126469708992,8.01102337918644,54.89990892524322
3015,365,11,8.0,5.8998973535824915,19.1049731745428,8.011355109161286,54.909015653169384
3016,373,11,8.0,5.921578419643816,19.313207915827967,8.011686729127847,54.91812087098393
3017,365,11,8.0,5.8998973535824915,19.1049731745428,8.012018239159062,54.92722457943783
3018,365,11,8.0,5.8998973535824915,19.1049731745428,8.012349639327795,54.93632677928149
3019,358,11,8.0,5.8805329864007,18.920887928424502,8.012680929706839,54.945427471264615
3020,360,12,8.0,5.886104031450156,18.973665961010276,8.013012110368916,54.954526656136345
3021,360,12,8.0,5.886104031450156,18.973665961010276,8.013343181386672,54.96362433464518
3022,359,12,8.0,5.883322388488279,18.947295321496416,8.013674142832684,54.97272050753901
3023,357,12,8.0,5.877735781779639,18.894443627691185,8.014004994779459,54.981815175565096
3024,356,12,8.0,5.87493073085203,18.867962264113206,8.014335737299424,54.99090833947008
3025,349,12,8.0,5.855071922202427,18.681541692269406,8.014666370464942,55.0
3026,349,12,8.0,5.855071922202427,18.681541692269406,8.014996894348302,55.00909015790027
3027,343,12,8.0,5.8377304471659395,18.520259177452136,8.01532730902172,55.018178813915675
3028,346,12,7.0,5.846438775057725,18.601075237738275,8.01565761455734,55.02726596879042
3029,354,12,7.0,5.869296913133774,18.81488772222678,8.015987811027237,55.036351623268054
3030,347,12,7.0,5.849324779946859,18.627936010197157,8.016317898503415,55.04543577809154
3031,340,12,8.0,5.8289456176102075,18.439088914585774,8.016647877057803,55.054518434003214
3032,340,12,8.0,5.8289456176102075,18.439088914585774,8.016977746762262,55.06359959174482
3033,339,12,8.0,5.82600010738045,18.411952639521967,8.017307507688582,55.072679252057455
3034,353,12,8.0,5.8664680569332965,18.788294228055936,8.017637159908478,55.08175741568164
3035,353,12,8.0,5.8664680569332965,18.788294228055936,8.017966703493599,55.09083408335728
3036,353,12,7.0,5.8664680569332965,18.788294228055936,8.01829613851552,55.09990925582364
3037,352,12,7.0,5.863631175598097,18.76166303929372,8.01862546504575,55.10898293381942
3038,351,12,7.0,5.860786223465865,18.734993995195193,8.018954683155718,55.11805511808268
3039,349,12,7.0,5.855071922202427,18.681541692269406,8.019283792916793,55.12712580935088
3040,344,12,8.0,5.840641657373398,18.547236990991408,8.019612794400267,55.136195008360886
3041,344,12,8.0,5.840641657373398,18.547236990991408,8.019941687677365,55.14526271584895
3042,343,12,8.0,5.8377304471659395,18.520259177452136,8.020270472819238,55.154328932550705
3043,332,12,8.0,5.805134968916488,18.2208671582886,8.02059914989697,55.163393659201205
3044,332,12,8.0,5.805134968916488,18.2208671582886,8.020927718981577,55.17245689653489
3045,332,12,8.0,5.805134968916488,18.2208671582886,8.021256180143997,55.18151864528558
3046,339,12,8.0,5.82600010738045,18.411952639521967,8.021584533455107,55.190578906186516
3047,338,12,8.0,5.823045895483019,18.384776310850235,8.021912778985708,55.19963767997033
3048,330,12,8.0,5.799092654460526,18.16590212458495,8.022240916806537,55.20869496736904
3049,332,12,8.0,5.805134968916488,18.2208671582886,8.022568946988255,55.21775076911409
3050,334,12,7.0,5.811140992976701,18.275666882497067,8.022896869601457,55.226805085936306
3051,340,12,7.0,5.8289456176102075,18.439088914585774,8.02322468471667,55.235857918565905
3052,339,12,8.0,5.82600010738045,18.411952639521967,8.023552392404348,55.24490926773253
3053,357,12,8.0,5.877735781779639,18.894443627691185,8.023879992734878,55.25395913416522
3054,359,12,8.0,5.883322388488279,18.947295321496416,8.024207485778577,55.263007518592396
3055,362,11,7.0,5.8916442118257715,19.026297590440446,8.024534871605695,55.27205442174191
3056,362,11,7.0,5.8916442118257715,19.026297590440446,8.024862150286411,55.281099844341014
3057,353,11,7.0,5.8664680569332965,18.788294228055936,8.025189321890835,55.29014378711634
3058,352,11,8.0,5.863631175598097,18.76166303929372,8.025516386489008,55.299186250793966
3059,360,12,8.0,5.886104031450156,18.973665961010276,8.025843344150903,55.308227236099334
3060,353,12,8.0,5.8664680569332965,18.788294228055936,8.026170194946426,55.31726674375732
3061,353,12,8.0,5.8664680569332965,18.788294228055936,8.026496938945412,55.326304774492215
3062,352,12,8.0,5.863631175598097,18.76166303929372,8.026823576217629,55.33534132902769
3063,343,12,8.0,5.8377304471659395,18.520259177452136,8.027150106832774,55.344376408086845
3064,352,12,8.0,5.863631175598097,18.76166303929372,8.027476530860483,55.35341001239219
3065,351,12,8.0,5.860786223465865,18.734993995195193,8.027802848370312,55.362442142665635
3066,357,12,8.0,5.877735781779639,18.894443627691185,8.028129059431759,55.37147279962851
3067,351,12,8.0,5.860786223465865,18.734993995195193,8.028455164114252,55.380501984001555
3068,350,12,8.0,5.857933154483459,18.708286933869708,8.028781162487148,55.389529696504916
3069,352,11,8.0,5.863631175598097,18.76166303929372,8.029107054619736,55.39855593785816
3070,342,11,8.0,5.834810737062605,18.49324200890693,8.029432840581244,55.40758070878027
3071,342,11,8.0,5.834810737062605,18.49324200890693,8.029758520440822,55.41660400998964
3072,333,11,8.0,5.808142489980444,18.24828759089466,8.030084094267563,55.42562584220407
3073,332,11,8.0,5.805134968916488,18.2208671582886,8.030409562130485,55.4346462061408
3074,322,11,8.0,5.7745515455444085,17.944358444926362,8.03073492409854,55.44366510251645
3075,322,11,8.0,5.7745515455444085,17.944358444926362,8.031060180240619,55.452682532047085
3076,322,11,8.0,5.7745515455444085,17.944358444926362,8.031385330625534,55.46169849544819
3077,317,11,8.0,5.75890177387728,17.804493814764857,8.031710375322042,55.47071299343465
3078,316,11,8.0,5.755742213586912,17.776388834631177,8.032035314398824,55.47972602672079
3079,315,11,8.0,5.752572638825633,17.74823934929885,8.0323601479245,55.48873759602033
3080,314,11,8.0,5.749392985908253,17.72004514666935,8.03268487596762,55.49774770204643
3081,313,12,8.0,5.746203190540153,17.69180601295413,8.033009498596668,55.50675634551167
3082,306,12,8.0,5.723585101952381,17.4928556845359,8.033334015880062,55.51576352712804
3083,305,12,8.0,5.720311776607412,17.46424919657298,8.03365842788615,55.52476924760696
3084,313,12,8.0,5.746203190540153,17.69180601295413,8.03398273468322,55.53377350765928
3085,313,12,8.0,5.746203190540153,17.69180601295413,8.034306936339489,55.54277630799526
3086,313,12,8.0,5.746203190540153,17.69180601295413,8.034631032923107,55.5517776493246
3087,313,12,8.0,5.746203190540153,17.69180601295413,8.034955024502159,55.560777532356404
3088,321,12,8.0,5.771441123130016,17.916472867168917,8.035278911144667,55.569775957799216
3089,323,12,8.0,5.777652323222656,17.97220075561143,8.035602692918582,55.57877292636101
3090,331,12,8.0,5.802118375377063,18.193405398660254,8.035926369891792,55.58776843874919
3091,331,12,8.0,5.802118375377063,18.193405398660254,8.036249942132116,55.59676249567055
3092,337,12,8.0,5.820082930352362,18.35755975068582,8.036573409707312,55.60575509783138
3093,337,12,8.0,5.820082930352362,18.35755975068582,8.03689677268507,55.614746245937326
3094,336,12,8.0,5.817111159963204,18.33030277982336,8.037220031133012,55.62373594069352
3095,338,12,8.0,5.823045895483019,18.384776310850235,8.037543185118697,55.632724182804495
3096,337,12,8.0,5.820082930352362,18.35755975068582,8.037866234709618,55.641710972974224
3097,346,12,8.0,5.846438775057725,18.601075237738275,8.038189179973203,55.65069631190611
3098,345,12,8.0,5.84354441703136,18.57417562100671,8.038512020976814,55.65968020030299
3099,344,12,8.0,5.840641657373398,18.547236990991408,8.038834757787749,55.66866263886712
3100,343,12,8.0,5.8377304471659395,18.520259177452136,8.039157390473237,55.67764362830022
3101,343,12,8.0,5.8377304471659395,18.520259177452136,8.03947991910045,55.68662316930342
3102,343,12,8.0,5.8377304471659395,18.520259177452136,8.039802343736485,55.695601262577284
3103,336,12,8.0,5.817111159963204,18.33030277982336,8.04012466444838,55.70457790882182
3104,336,12,8.0,5.817111159963204,18.33030277982336,8.04044688130311,55.71355310873648
3105,335,12,8.0,5.814130531825066,18.303005217723125,8.040768994367578,55.72252686302013
3106,334,12,8.0,5.811140992976701,18.275666882497067,8.041091003708633,55.731499172371095
3107,332,12,8.0,5.805134968916488,18.2208671582886,8.041412909393047,55.74047003748713
3108,325,12,8.0,5.783825182329737,18.027756377319946,8.041734711487537,55.749439459065414
3109,324,12,8.0,5.780743515792329,18.0,8.042056410058754,55.758407437802596
3110,324,12,8.0,5.780743515792329,18.0,8.04237800517328,55.767373974394744
3111,333,12,8.0,5.808142489980444,18.24828759089466,8.042699496897637,55.776339069537364
3112,332,12,8.0,5.805134968916488,18.2208671582886,8.043020885298283,55.78530272392541
3113,344,12,8.0,5.840641657373398,18.547236990991408,8.043342170441608,55.794264938253285
3114,344,11,8.0,5.840641657373398,18.547236990991408,8.043663352393944,55.80322571321482
3115,338,11,8.0,5.823045895483019,18.384776310850235,8.043984431221553,55.812185049503306
3116,332,11,8.0,5.805134968916488,18.2208671582886,8.044305406990638,55.82114294781145
3117,324,11,8.0,5.780743515792329,18.0,8.044626279767337,55.83009940883144
3118,314,11,8.0,5.749392985908253,17.72004514666935,8.044947049617722,55.839054433254866
3119,314,11,8.0,5.749392985908253,17.72004514666935,8.045267716607803,55.848008021772806
3120,316,11,8.0,5.755742213586912,17.776388834631177,8.045588280803528,55.85696017507576
3121,325,11,8.0,5.783825182329737,18.027756377319946,8.045908742270779,55.86591089385369
3122,317,11,8.0,5.75890177387728,17.804493814764857,8.046229101075378,55.87486017879597
3123,311,11,8.0,5.739792912179234,17.635192088548397,8.046549357283078,55.883808030591474
3124,311,11,8.0,5.739792912179234,17.635192088548397,8.046869510959576,55.89275444992848
3125,310,11,8.0,5.736572297479192,17.60681686165901,8.047189562170502,55.90169943749474
3126,314,11,8.0,5.749392985908253,17.72004514666935,8.047509510981422,55.910642993977454
3127,313,11,8.0,5.746203190540153,17.69180601295413,8.047829357457841,55.91958512006326
3128,313,11,8.0,5.746203190540153,17.69180601295413,8.048149101665201,55.92852581643825
3129,312,11,8.0,5.7430031878094825,17.663521732655695,8.048468743668883,55.937465083787984
3130,306,11,8.0,5.723585101952381,17.4928556845359,8.048788283534199,55.94640292279746
3131,305,11,8.0,5.720311776607412,17.46424919657298,8.049107721326406,55.95533933415113
3132,305,11,8.0,5.720311776607412,17.46424919657298,8.049427057110695,55.96427431853289
3133,305,11,8.0,5.720311776607412,17.46424919657298,8.049746290952191,55.97320787662612
3134,311,11,8.0,5.739792912179234,17.635192088548397,8.050065422915965,55.98214000911362
3135,321,11,8.0,5.771441123130016,17.916472867168917,8.050384453067021,55.991070716677676
3136,321,11,8.0,5.771441123130016,17.916472867168917,8.0507033814703,56.0
3137,324,11,8.0,5.780743515792329,18.0,8.051022208190679,56.00892785976178
3138,343,11,8.0,5.8377304471659395,18.520259177452136,8.051340933292979,56.01785429664367
3139,342,11,8.0,5.834810737062605,18.49324200890693,8.051659556841953,56.02677931132576
3140,334,11,8.0,5.811140992976701,18.275666882497067,8.0519780789023,56.0357029044876
3141,334,11,8.0,5.811140992976701,18.275666882497067,8.052296499538647,56.04462507680822
3142,333,11,8.0,5.808142489980444,18.24828759089466,8.052614818815567,56.05354582896607
3143,332,11,8.0,5.805134968916488,18.2208671582886,8.052933036797567,56.06246516163912
3144,332,11,8.0,5.805134968916488,18.2208671582886,8.053251153549096,56.07138307550475
3145,331,11,8.0,5.802118375377063,18.193405398660254,8.05356916913454,56.08029957123981
3146,331,11,8.0,5.802118375377063,18.193405398660254,8.053887083618223,56.089214649520635
3147,330,11,8.0,5.799092654460526,18.16590212458495,8.054204897064407,56.098128311023
3148,322,11,8.0,5.7745515455444085,17.944358444926362,8.054522609537294,56.10704055642215
3149,336,11,8.0,5.817111159963204,18.33030277982336,8.054840221101024,56.1159513863928
3150,330,11,8.0,5.799092654460526,18.16590212458495,8.055157731819678,56.124860801609124
3151,335,11,8.0,5.814130531825066,18.303005217723125,8.055475141757274,56.133768802744754
3152,334,11,8.0,5.811140992976701,18.275666882497067,8.05579245097777,56.142675390472796
3153,342,11,8.0,5.834810737062605,18.49324200890693,8.056109659545061,56.15158056546583
3154,335,11,8.0,5.814130531825066,18.303005217723125,8.056426767522984,56.16048432839589
3155,344,11,8.0,5.840641657373398,18.547236990991408,8.056743774975313,56.16938667993447
3156,343,11,8.0,5.8377304471659395,18.520259177452136,8.057060681965766,56.178287620752556
3157,352,11,8.0,5.863631175598097,18.76166303929372,8.057377488557991,56.18718715152058
3158,351,11,8.0,5.860786223465865,18.734993995195193,8.057694194815587,56.19608527290847
3159,362,11,8.0,5.8916442118257715,19.026297590440446,8.058010800802085,56.20498198558558
3160,361,11,8.0,5.8888779583328805,19.0,8.058327306580958,56.213877290220786
3161,360,11,8.0,5.886104031450156,18.973665961010276,8.058643712215618,56.22277118748239
3162,370,11,8.0,5.91350300563827,19.235384061671343,8.058960017769417,56.231663678038196
3163,359,11,8.0,5.883322388488279,18.947295321496416,8.059276223305648,56.24055476255546
3164,359,11,8.0,5.883322388488279,18.947295321496416,8.059592328887545,56.24944444170093
3165,358,11,8.0,5.8805329864007,18.920887928424502,8.059908334578276,56.25833271614081
3166,348,11,8.0,5.8522024797744745,18.65475810617763,8.060224240440958,56.2672195865408
3167,347,11,8.0,5.849324779946859,18.627936010197157,8.06054004653864,56.27610505356603
3168,346,11,8.0,5.846438775057725,18.601075237738275,8.060855752934316,56.28498911788115
3169,345,11,8.0,5.84354441703136,18.57417562100671,8.06117135969092,56.293871780150276
3170,344,11,8.0,5.840641657373398,18.547236990991408,8.061486866871327,56.302753041036986
3171,348,11,8.0,5.8522024797744745,18.65475810617763,8.061802274538348,56.31163290120435
3172,346,11,8.0,5.846438775057725,18.601075237738275,8.06211758275474,56.32051136131489
3173,356,11,8.0,5.87493073085203,18.867962264113206,8.062432791583195,56.32938842203065
3174,346,11,8.0,5.846438775057725,18.601075237738275,8.062747901086354,56.3382640840131
3175,345,11,8.0,5.84354441703136,18.57417562100671,8.063062911326792,56.34713834792323
3176,344,11,8.0,5.840641657373398,18.547236990991408,8.063377822367027,56.356011214421486
3177,353,11,8.0,5.8664680569332965,18.788294228055936,8.063692634269517,56.36488268416781
3178,352,11,8.0,5.863631175598097,18.76166303929372,8.064007347096661,56.37375275782161
3179,354,11,8.0,5.869296913133774,18.81488772222678,8.064321960910803,56.382621436041795
3180,346,11,8.0,5.846438775057725,18.601075237738275,8.064636475774222,56.39148871948674
3181,343,11,8.0,5.8377304471659395,18.520259177452136,8.064950891749143,56.4003546088143
3182,342,11,8.0,5.834810737062605,18.49324200890693,8.065265208897733,56.40921910468182
3183,335,11,8.0,5.814130531825066,18.303005217723125,8.065579427282092,56.418082207746124
